gpu,vcpu_memgb_ratio,clock_speed_ghz,daily_price,cloud_service_id,memory_gb,memgb_vcpu_ratio,vcpu,processor_manufacturer,instance_id,architecture,cloud_provider_id,gCO2eq24hs,network,category
0,0.25,3.1,52.22,aws-ec2,128,4,32,intel,m5dn.8xlarge,x86_64,aws,2732.2,25 Gigabit,compute
0,0.25,3.1,3.26,aws-ec2,8,4,2,intel,m5dn.large,x86_64,aws,170.1,Up to 25 Gigabit,compute
0,0.25,3.1,156.67,aws-ec2,384,4,96,intel,m5dn.metal,x86_64,aws,,100 Gigabit,compute
0,0.25,3.1,6.53,aws-ec2,16,4,4,intel,m5dn.xlarge,x86_64,aws,341.4,Up to 25 Gigabit,compute
0,0.25,3.1,68.54,aws-ec2,192,4,48,intel,m5n.12xlarge,x86_64,aws,3958.5,50 Gigabit,compute
0,0.25,3.1,91.39,aws-ec2,256,4,64,intel,m5n.16xlarge,x86_64,aws,5278.5,75 Gigabit,compute
0,0.25,3.1,137.09,aws-ec2,384,4,96,intel,m5n.24xlarge,x86_64,aws,7917.1,100 Gigabit,compute
0,0.25,3.1,11.42,aws-ec2,32,4,8,intel,m5n.2xlarge,x86_64,aws,660,Up to 25 Gigabit,compute
0,0.25,3.1,22.85,aws-ec2,64,4,16,intel,m5n.4xlarge,x86_64,aws,1319.9,Up to 25 Gigabit,compute
0,0.25,3.1,45.7,aws-ec2,128,4,32,intel,m5n.8xlarge,x86_64,aws,2638.6,25 Gigabit,compute
0,0.25,3.1,2.86,aws-ec2,8,4,2,intel,m5n.large,x86_64,aws,165.3,Up to 25 Gigabit,compute
0,0.25,3.1,137.09,aws-ec2,384,4,96,intel,m5n.metal,x86_64,aws,,100 Gigabit,compute
0,0.25,3.1,5.71,aws-ec2,16,4,4,intel,m5n.xlarge,x86_64,aws,329.4,Up to 25 Gigabit,compute
0,0.25,4.5,95.14,aws-ec2,192,4,48,intel,m5zn.12xlarge,x86_64,aws,8159.8,100 Gigabit,compute
0,0.25,4.5,15.86,aws-ec2,32,4,8,intel,m5zn.2xlarge,x86_64,aws,1360.6,Up to 25 Gigabit,compute
0,0.25,4.5,23.78,aws-ec2,48,4,12,intel,m5zn.3xlarge,x86_64,aws,2039.6,Up to 25 Gigabit,compute
0,0.25,4.5,47.57,aws-ec2,96,4,24,intel,m5zn.6xlarge,x86_64,aws,4079.3,50 Gigabit,compute
0,0.25,4.5,3.96,aws-ec2,8,4,2,intel,m5zn.large,x86_64,aws,338.9,Up to 25 Gigabit,compute
0,0.25,4.5,95.14,aws-ec2,192,4,48,intel,m5zn.metal,x86_64,aws,,100 Gigabit,compute
0,0.25,4.5,7.93,aws-ec2,16,4,4,intel,m5zn.xlarge,x86_64,aws,679.1,Up to 25 Gigabit,compute
0,0.25,,44.35,aws-ec2,192,4,48,graviton,m6g.12xlarge,arm64,aws,2895.6,20 Gigabit,compute
0,0.25,,59.14,aws-ec2,256,4,64,graviton,m6g.16xlarge,arm64,aws,3862.4,25 Gigabit,compute
0,0.25,,7.39,aws-ec2,32,4,8,graviton,m6g.2xlarge,arm64,aws,482.8,Up to 10 Gigabit,compute
0,0.25,,14.78,aws-ec2,64,4,16,graviton,m6g.4xlarge,arm64,aws,964.4,Up to 10 Gigabit,compute
0,0.25,,29.57,aws-ec2,128,4,32,graviton,m6g.8xlarge,arm64,aws,1931.2,12 Gigabit,compute
0,0.25,,1.85,aws-ec2,8,4,2,graviton,m6g.large,arm64,aws,121,Up to 10 Gigabit,compute
0,0.25,,0.92,aws-ec2,4,4,1,graviton,m6g.medium,arm64,aws,59.9,Up to 10 Gigabit,compute
0,0.25,,59.14,aws-ec2,256,4,64,graviton,m6g.metal,arm64,aws,,25 Gigabit,compute
0,0.25,,3.7,aws-ec2,16,4,4,graviton,m6g.xlarge,arm64,aws,240.8,Up to 10 Gigabit,compute
0,0.25,2.5,52.07,aws-ec2,192,4,48,graviton,m6gd.12xlarge,arm64,aws,3001.2,20 Gigabit,compute
0,0.25,2.5,69.43,aws-ec2,256,4,64,graviton,m6gd.16xlarge,arm64,aws,4001.6,25 Gigabit,compute
0,0.25,2.5,8.68,aws-ec2,32,4,8,graviton,m6gd.2xlarge,arm64,aws,499.6,Up to 10 Gigabit,compute
0,0.25,2.5,17.36,aws-ec2,64,4,16,graviton,m6gd.4xlarge,arm64,aws,1000.4,Up to 10 Gigabit,compute
0,0.25,2.5,34.71,aws-ec2,128,4,32,graviton,m6gd.8xlarge,arm64,aws,2000.8,12 Gigabit,compute
0,0.25,2.5,2.17,aws-ec2,8,4,2,graviton,m6gd.large,arm64,aws,125.8,Up to 10 Gigabit,compute
0,0.25,2.5,1.08,aws-ec2,4,4,1,graviton,m6gd.medium,arm64,aws,62.3,Up to 10 Gigabit,compute
0,0.25,2.5,69.43,aws-ec2,256,4,64,graviton,m6gd.metal,arm64,aws,,25 Gigabit,compute
0,0.25,2.5,4.34,aws-ec2,16,4,4,graviton,m6gd.xlarge,arm64,aws,250.4,Up to 10 Gigabit,compute
,,,55.3,,,,,,m6i.12xlarge,,aws,3951.2,,
,,,73.73,,,,,,m6i.16xlarge,,aws,5268.6,,
,,,110.59,,,,,,m6i.24xlarge,,aws,7901.1,,
,,,9.22,,,,,,m6i.2xlarge,,aws,657.5,,
,,,147.46,,,,,,m6i.32xlarge,,aws,10534.8,,
,,,18.43,,,,,,m6i.4xlarge,,aws,1317.5,,
,,,36.86,,,,,,m6i.8xlarge,,aws,2632.5,,
,,,2.3,,,,,,m6i.large,,aws,164.1,,
,,,4.61,,,,,,m6i.xlarge,,aws,329.4,,
16,0.08743169398907104,2.3,345.6,aws-ec2,732,11.4375,64,intel,p2.16xlarge,x86_64,aws,52319.4,25 Gigabit,compute
8,0.06557377049180328,2.3,172.8,aws-ec2,488,15.25,32,intel,p2.8xlarge,x86_64,aws,26744,10 Gigabit,compute
1,0.06557377049180328,2.3,21.6,aws-ec2,61,15.25,4,intel,p2.xlarge,x86_64,aws,3342.3,High,compute
8,0.13114754098360656,2.3,587.52,aws-ec2,488,7.625,64,intel,p3.16xlarge,x86_64,aws,28945.3,25 Gigabit,compute
1,0.13114754098360656,2.3,73.44,aws-ec2,61,7.625,8,intel,p3.2xlarge,x86_64,aws,3617.9,Up to 10 Gigabit,compute
4,0.13114754098360656,2.3,293.76,aws-ec2,244,7.625,32,intel,p3.8xlarge,x86_64,aws,14473.9,10 Gigabit,compute
8,0.125,2.5,749.09,aws-ec2,768,8,96,intel,p3dn.24xlarge,x86_64,aws,35044.1,100 Gigabit,compute
8,0.08333333333333333,3,786.54,aws-ec2,1152,12,96,intel,p4d.24xlarge,x86_64,aws,48529.5,4x 100 Gigabit,compute
0,0.13114754098360656,2.5,15.96,aws-ec2,61,7.625,8,intel,r3.2xlarge,x86_64,aws,1018.3,High,compute
0,0.13114754098360656,2.5,31.92,aws-ec2,122,7.625,16,intel,r3.4xlarge,x86_64,aws,2034.1,High,compute
0,0.13114754098360656,2.5,63.84,aws-ec2,244,7.625,32,intel,r3.8xlarge,x86_64,aws,4067.1,10 Gigabit,compute
0,0.13114754098360656,2.5,3.98,aws-ec2,15.25,7.625,2,intel,r3.large,x86_64,aws,252.8,Moderate,compute
0,0.13114754098360656,2.5,7.99,aws-ec2,30.5,7.625,4,intel,r3.xlarge,x86_64,aws,509.1,Moderate,compute
0,0.13114754098360656,2.3,102.14,aws-ec2,488,7.625,64,intel,r4.16xlarge,x86_64,aws,6222.7,25 Gigabit,compute
0,0.13114754098360656,2.3,12.77,aws-ec2,61,7.625,8,intel,r4.2xlarge,x86_64,aws,777.4,Up to 10 Gigabit,compute
0,0.13114754098360656,2.3,25.54,aws-ec2,122,7.625,16,intel,r4.4xlarge,x86_64,aws,1556,Up to 10 Gigabit,compute
0,0.13114754098360656,2.3,51.07,aws-ec2,244,7.625,32,intel,r4.8xlarge,x86_64,aws,3113.2,10 Gigabit,compute
0,0.13114754098360656,2.3,3.19,aws-ec2,15.25,7.625,2,intel,r4.large,x86_64,aws,194,Up to 10 Gigabit,compute
0,0.13114754098360656,2.3,6.38,aws-ec2,30.5,7.625,4,intel,r4.xlarge,x86_64,aws,388.1,Up to 10 Gigabit,compute
0,0.125,3.1,72.58,aws-ec2,384,8,48,intel,r5.12xlarge,x86_64,aws,6228,10 Gigabit,compute
0,0.125,3.1,96.77,aws-ec2,512,8,64,intel,r5.16xlarge,x86_64,aws,8302.4,20 Gigabit,compute
0,0.125,3.1,145.15,aws-ec2,768,8,96,intel,r5.24xlarge,x86_64,aws,12454.8,25 Gigabit,compute
0,0.125,3.1,12.1,aws-ec2,64,8,8,intel,r5.2xlarge,x86_64,aws,1038.4,Up to 10 Gigabit,compute
0,0.125,3.1,24.19,aws-ec2,128,8,16,intel,r5.4xlarge,x86_64,aws,2075.6,Up to 10 Gigabit,compute
0,0.125,3.1,48.38,aws-ec2,256,8,32,intel,r5.8xlarge,x86_64,aws,4152.4,10 Gigabit,compute
0,0.125,3.1,3.02,aws-ec2,16,8,2,intel,r5.large,x86_64,aws,259.9,Up to 10 Gigabit,compute
0,0.125,3.1,145.15,aws-ec2,768,8,96,intel,r5.metal,x86_64,aws,,25 Gigabit,compute
0,0.125,3.1,6.05,aws-ec2,32,8,4,intel,r5.xlarge,x86_64,aws,519.8,Up to 10 Gigabit,compute
0,0.125,2.5,65.09,aws-ec2,384,8,48,amd,r5a.12xlarge,x86_64,aws,4864.2,10 Gigabit,compute
0,0.125,2.5,86.78,aws-ec2,512,8,64,amd,r5a.16xlarge,x86_64,aws,6483.6,12 Gigabit,compute
0,0.125,2.5,130.18,aws-ec2,768,8,96,amd,r5a.24xlarge,x86_64,aws,9727.1,20 Gigabit,compute
0,0.125,2.5,10.85,aws-ec2,64,8,8,amd,r5a.2xlarge,x86_64,aws,810.9,Up to 10 Gigabit,compute
0,0.125,2.5,21.7,aws-ec2,128,8,16,amd,r5a.4xlarge,x86_64,aws,1620.6,Up to 10 Gigabit,compute
0,0.125,2.5,43.39,aws-ec2,256,8,32,amd,r5a.8xlarge,x86_64,aws,3243.6,Up to 10 Gigabit,compute
0,0.125,2.5,2.71,aws-ec2,16,8,2,amd,r5a.large,x86_64,aws,202.4,Up to 10 Gigabit,compute
0,0.125,2.5,5.42,aws-ec2,32,8,4,amd,r5a.xlarge,x86_64,aws,406,Up to 10 Gigabit,compute
0,0.125,2.5,75.46,aws-ec2,384,8,48,amd,r5ad.12xlarge,x86_64,aws,5003.4,10 Gigabit,compute
0,0.125,2.5,100.61,aws-ec2,512,8,64,amd,r5ad.16xlarge,x86_64,aws,6670.8,12 Gigabit,compute
0,0.125,2.5,150.91,aws-ec2,768,8,96,amd,r5ad.24xlarge,x86_64,aws,10005.5,20 Gigabit,compute
0,0.125,2.5,12.58,aws-ec2,64,8,8,amd,r5ad.2xlarge,x86_64,aws,832.5,Up to 10 Gigabit,compute
0,0.125,2.5,25.15,aws-ec2,128,8,16,amd,r5ad.4xlarge,x86_64,aws,1668.6,Up to 10 Gigabit,compute
0,0.125,2.5,50.3,aws-ec2,256,8,32,amd,r5ad.8xlarge,x86_64,aws,3334.8,Up to 10 Gigabit,compute
0,0.125,2.5,3.14,aws-ec2,16,8,2,amd,r5ad.large,x86_64,aws,207.2,Up to 10 Gigabit,compute
0,0.125,2.5,6.29,aws-ec2,32,8,4,amd,r5ad.xlarge,x86_64,aws,418,Up to 10 Gigabit,compute
0,0.125,3.1,85.82,aws-ec2,384,8,48,intel,r5b.12xlarge,x86_64,aws,5203,10 Gigabit,compute
0,0.125,3.1,114.43,aws-ec2,512,8,64,intel,r5b.16xlarge,x86_64,aws,6936.2,20 Gigabit,compute
0,0.125,3.1,171.65,aws-ec2,768,8,96,intel,r5b.24xlarge,x86_64,aws,10404.8,25 Gigabit,compute
0,0.125,3.1,14.3,aws-ec2,64,8,8,intel,r5b.2xlarge,x86_64,aws,868.4,Up to 10 Gigabit,compute
0,0.125,3.1,28.61,aws-ec2,128,8,16,intel,r5b.4xlarge,x86_64,aws,1733.1,Up to 10 Gigabit,compute
0,0.125,3.1,57.22,aws-ec2,256,8,32,intel,r5b.8xlarge,x86_64,aws,3468.7,10 Gigabit,compute
0,0.125,3.1,3.58,aws-ec2,16,8,2,intel,r5b.large,x86_64,aws,216.8,Up to 10 Gigabit,compute
0,0.125,3.1,171.65,aws-ec2,768,8,96,intel,r5b.metal,x86_64,aws,,25 Gigabit,compute
0,0.125,3.1,7.15,aws-ec2,32,8,4,intel,r5b.xlarge,x86_64,aws,433.6,Up to 10 Gigabit,compute
0,0.125,3.1,82.94,aws-ec2,384,8,48,intel,r5d.12xlarge,x86_64,aws,5342.2,10 Gigabit,compute
0,0.125,3.1,110.59,aws-ec2,512,8,64,intel,r5d.16xlarge,x86_64,aws,7123.4,20 Gigabit,compute
0,0.125,3.1,165.89,aws-ec2,768,8,96,intel,r5d.24xlarge,x86_64,aws,10683.2,25 Gigabit,compute
0,0.125,3.1,13.82,aws-ec2,64,8,8,intel,r5d.2xlarge,x86_64,aws,890,Up to 10 Gigabit,compute
0,0.125,3.1,27.65,aws-ec2,128,8,16,intel,r5d.4xlarge,x86_64,aws,1781.1,Up to 10 Gigabit,compute
0,0.125,3.1,55.3,aws-ec2,256,8,32,intel,r5d.8xlarge,x86_64,aws,3559.9,10 Gigabit,compute
0,0.125,3.1,3.46,aws-ec2,16,8,2,intel,r5d.large,x86_64,aws,221.6,Up to 10 Gigabit,compute
0,0.125,3.1,165.89,aws-ec2,768,8,96,intel,r5d.metal,x86_64,aws,,25 Gigabit,compute
0,0.125,3.1,6.91,aws-ec2,32,8,4,intel,r5d.xlarge,x86_64,aws,445.6,Up to 10 Gigabit,compute
0,0.125,3.1,96.19,aws-ec2,384,8,48,intel,r5dn.12xlarge,x86_64,aws,5342.2,50 Gigabit,compute
0,0.125,3.1,128.26,aws-ec2,512,8,64,intel,r5dn.16xlarge,x86_64,aws,7123.4,75 Gigabit,compute
0,0.125,3.1,192.38,aws-ec2,768,8,96,intel,r5dn.24xlarge,x86_64,aws,10683.2,100 Gigabit,compute
0,0.125,3.1,16.03,aws-ec2,64,8,8,intel,r5dn.2xlarge,x86_64,aws,890,Up to 25 Gigabit,compute
0,0.125,3.1,32.06,aws-ec2,128,8,16,intel,r5dn.4xlarge,x86_64,aws,1781.1,Up to 25 Gigabit,compute
0,0.125,3.1,64.13,aws-ec2,256,8,32,intel,r5dn.8xlarge,x86_64,aws,3559.9,25 Gigabit,compute
0,0.125,3.1,4.01,aws-ec2,16,8,2,intel,r5dn.large,x86_64,aws,221.6,Up to 25 Gigabit,compute
0,0.125,3.1,192.38,aws-ec2,768,8,96,intel,r5dn.metal,x86_64,aws,,100 Gigabit,compute
0,0.125,3.1,8.02,aws-ec2,32,8,4,intel,r5dn.xlarge,x86_64,aws,445.6,Up to 25 Gigabit,compute
0,0.125,2.5,85.82,aws-ec2,384,8,48,intel,r5n.12xlarge,x86_64,aws,5203,50 Gigabit,compute
0,0.125,2.5,114.43,aws-ec2,512,8,64,intel,r5n.16xlarge,x86_64,aws,6936.2,75 Gigabit,compute
0,0.125,2.5,171.65,aws-ec2,768,8,96,intel,r5n.24xlarge,x86_64,aws,10404.8,100 Gigabit,compute
0,0.125,2.5,14.3,aws-ec2,64,8,8,intel,r5n.2xlarge,x86_64,aws,868.4,Up to 25 Gigabit,compute
0,0.125,2.5,28.61,aws-ec2,128,8,16,intel,r5n.4xlarge,x86_64,aws,1733.1,Up to 25 Gigabit,compute
0,0.125,2.5,57.22,aws-ec2,256,8,32,intel,r5n.8xlarge,x86_64,aws,3468.7,25 Gigabit,compute
0,0.125,2.5,3.58,aws-ec2,16,8,2,intel,r5n.large,x86_64,aws,216.8,Up to 25 Gigabit,compute
0,0.125,2.5,171.65,aws-ec2,768,8,96,intel,r5n.metal,x86_64,aws,,100 Gigabit,compute
0,0.125,2.5,7.15,aws-ec2,32,8,4,intel,r5n.xlarge,x86_64,aws,433.6,Up to 25 Gigabit,compute
0,0.125,2.5,58.06,aws-ec2,384,8,48,graviton,r6g.12xlarge,arm64,aws,4000,20 Gigabit,compute
0,0.125,2.5,77.41,aws-ec2,512,8,64,graviton,r6g.16xlarge,arm64,aws,5333.3,25 Gigabit,compute
0,0.125,2.5,9.68,aws-ec2,64,8,8,graviton,r6g.2xlarge,arm64,aws,667.3,Up to 10 Gigabit,compute
0,0.125,2.5,19.35,aws-ec2,128,8,16,graviton,r6g.4xlarge,arm64,aws,1333.3,Up to 10 Gigabit,compute
0,0.125,2.5,38.71,aws-ec2,256,8,32,graviton,r6g.8xlarge,arm64,aws,2666.6,12 Gigabit,compute
0,0.125,2.5,2.42,aws-ec2,16,8,2,graviton,r6g.large,arm64,aws,166.5,Up to 10 Gigabit,compute
0,0.125,2.5,1.21,aws-ec2,8,8,1,graviton,r6g.medium,arm64,aws,83.9,Up to 10 Gigabit,compute
0,0.125,2.5,77.41,aws-ec2,512,8,64,graviton,r6g.metal,arm64,aws,,25 Gigabit,compute
0,0.125,2.5,4.84,aws-ec2,32,8,4,graviton,r6g.xlarge,arm64,aws,334.2,Up to 10 Gigabit,compute
0,0.125,2.5,66.36,aws-ec2,384,8,48,graviton,r6gd.12xlarge,arm64,aws,4105.6,20 Gigabit,compute
0,0.125,2.5,88.47,aws-ec2,512,8,64,graviton,r6gd.16xlarge,arm64,aws,5472.5,25 Gigabit,compute
0,0.125,2.5,11.06,aws-ec2,64,8,8,graviton,r6gd.2xlarge,arm64,aws,684.1,Up to 10 Gigabit,compute
0,0.125,2.5,22.12,aws-ec2,128,8,16,graviton,r6gd.4xlarge,arm64,aws,1369.3,Up to 10 Gigabit,compute
0,0.125,2.5,44.24,aws-ec2,256,8,32,graviton,r6gd.8xlarge,arm64,aws,2736.2,12 Gigabit,compute
0,0.125,2.5,2.76,aws-ec2,16,8,2,graviton,r6gd.large,arm64,aws,171.3,Up to 10 Gigabit,compute
0,0.125,2.5,1.38,aws-ec2,8,8,1,graviton,r6gd.medium,arm64,aws,86.3,Up to 10 Gigabit,compute
0,0.125,2.5,88.47,aws-ec2,512,8,64,graviton,r6gd.metal,arm64,aws,,25 Gigabit,compute
0,0.125,2.5,5.53,aws-ec2,32,8,4,graviton,r6gd.xlarge,arm64,aws,341.4,Up to 10 Gigabit,compute
,,,,,,,,,ra3.16xlarge,,aws,5915.8,,
,,,,,,,,,ra3.4xlarge,,aws,1479.6,,
0,1.6313213703099512,,0.48,aws-ec2,0.613,0.613,1,graviton,t1.micro,unknown,aws,110.2,Very Low,compute
0,0.25,3.3,8.91,aws-ec2,32,4,8,intel,t2.2xlarge,x86_64,aws,616.9,Moderate,compute
0,0.25,3.3,2.23,aws-ec2,8,4,2,intel,t2.large,x86_64,aws,154.5,Low to Moderate,compute
0,0.5,3.3,1.11,aws-ec2,4,2,2,intel,t2.medium,x86_64,aws,171.3,Low to Moderate,compute
0,1,3.3,0.28,aws-ec2,1,1,1,intel,t2.micro,x86_64,aws,80.3,Low to Moderate,compute
0,2,3.3,0.14,aws-ec2,0.5,0.5,1,intel,t2.nano,x86_64,aws,77.9,Low to Moderate,compute
0,0.5,3.3,0.55,aws-ec2,2,2,1,intel,t2.small,x86_64,aws,85.1,Low to Moderate,compute
0,0.25,3.3,4.45,aws-ec2,16,4,4,intel,t2.xlarge,x86_64,aws,309,Moderate,compute
0,0.25,3.1,7.99,aws-ec2,32,4,8,intel,t3.2xlarge,x86_64,aws,770.1,Up to 5 Gigabit,compute
0,0.25,3.1,2,aws-ec2,8,4,2,intel,t3.large,x86_64,aws,192.8,Up to 5 Gigabit,compute
0,0.5,3.1,1,aws-ec2,4,2,2,intel,t3.medium,x86_64,aws,162.9,Up to 5 Gigabit,compute
0,2,3.1,0.25,aws-ec2,1,0.5,2,intel,t3.micro,x86_64,aws,141.3,Up to 5 Gigabit,compute
0,4,3.1,0.12,aws-ec2,0.5,0.25,2,intel,t3.nano,x86_64,aws,137.8,Up to 5 Gigabit,compute
0,1,3.1,0.5,aws-ec2,2,1,2,intel,t3.small,x86_64,aws,148.5,Up to 5 Gigabit,compute
0,0.25,3.1,3.99,aws-ec2,16,4,4,intel,t3.xlarge,x86_64,aws,383.3,Up to 5 Gigabit,compute
0,0.25,2.5,7.22,aws-ec2,32,4,8,amd,t3a.2xlarge,x86_64,aws,626.4,Up to 5 Gigabit,compute
0,0.25,2.5,1.8,aws-ec2,8,4,2,amd,t3a.large,x86_64,aws,156.9,Up to 5 Gigabit,compute
0,0.5,2.5,0.9,aws-ec2,4,2,2,amd,t3a.medium,x86_64,aws,137.8,Up to 5 Gigabit,compute
0,2,2.5,0.23,aws-ec2,1,0.5,2,amd,t3a.micro,x86_64,aws,123.4,Up to 5 Gigabit,compute
0,4,2.5,0.11,aws-ec2,0.5,0.25,2,amd,t3a.nano,x86_64,aws,121,Up to 5 Gigabit,compute
0,1,2.5,0.45,aws-ec2,2,1,2,amd,t3a.small,x86_64,aws,128.2,Up to 5 Gigabit,compute
0,0.25,2.5,3.61,aws-ec2,16,4,4,amd,t3a.xlarge,x86_64,aws,312.6,Up to 5 Gigabit,compute
0,0.25,2.5,6.45,aws-ec2,32,4,8,graviton,t4g.2xlarge,arm64,aws,482.8,Up to 5 Gigabit,compute
0,0.25,2.5,1.61,aws-ec2,8,4,2,graviton,t4g.large,arm64,aws,121,Up to 5 Gigabit,compute
0,0.5,2.5,0.81,aws-ec2,4,2,2,graviton,t4g.medium,arm64,aws,101.8,Up to 5 Gigabit,compute
0,2,2.5,0.2,aws-ec2,1,0.5,2,graviton,t4g.micro,arm64,aws,87.5,Up to 5 Gigabit,compute
0,4,2.5,0.1,aws-ec2,0.5,0.25,2,graviton,t4g.nano,arm64,aws,85.1,Up to 5 Gigabit,compute
0,1,2.5,0.4,aws-ec2,2,1,2,graviton,t4g.small,arm64,aws,92.3,Up to 5 Gigabit,compute
0,0.25,2.5,3.23,aws-ec2,16,4,4,graviton,t4g.xlarge,arm64,aws,240.8,Up to 5 Gigabit,compute
0,0.06557377049180328,2.3,160.06,aws-ec2,976,15.25,64,intel,x1.16xlarge,x86_64,aws,9389.4,10 Gigabit,compute
0,0.06557377049180328,2.3,320.11,aws-ec2,1952,15.25,128,intel,x1.32xlarge,x86_64,aws,18780,25 Gigabit,compute
0,0.03278688524590164,2.3,320.26,aws-ec2,1952,30.5,64,intel,x1e.16xlarge,x86_64,aws,15004.7,10 Gigabit,compute
0,0.03278688524590164,2.3,40.03,aws-ec2,244,30.5,8,intel,x1e.2xlarge,x86_64,aws,1876.9,Up to 10 Gigabit,compute
0,0.03278688524590164,2.3,640.51,aws-ec2,3904,30.5,128,intel,x1e.32xlarge,x86_64,aws,30008.3,25 Gigabit,compute
0,0.03278688524590164,2.3,80.06,aws-ec2,488,30.5,16,intel,x1e.4xlarge,x86_64,aws,3750.3,Up to 10 Gigabit,compute
0,0.03278688524590164,2.3,160.13,aws-ec2,976,30.5,32,intel,x1e.8xlarge,x86_64,aws,7503,Up to 10 Gigabit,compute
0,0.03278688524590164,2.3,20.02,aws-ec2,122,30.5,4,intel,x1e.xlarge,x86_64,aws,936.7,Up to 10 Gigabit,compute
0,0.0625,2.5,96.19,aws-ec2,768,16,48,graviton,x2gd.12xlarge,arm64,aws,6314.3,20 Gigabit,compute
0,0.0625,2.5,128.26,aws-ec2,1024,16,64,graviton,x2gd.16xlarge,arm64,aws,8419.1,25 Gigabit,compute
0,0.0625,2.5,16.03,aws-ec2,128,16,8,graviton,x2gd.2xlarge,arm64,aws,1053,Up to 10 Gigabit,compute
0,0.0625,2.5,32.06,aws-ec2,256,16,16,graviton,x2gd.4xlarge,arm64,aws,2104.8,Up to 10 Gigabit,compute
0,0.0625,2.5,64.13,aws-ec2,512,16,32,graviton,x2gd.8xlarge,arm64,aws,4209.5,12 Gigabit,compute
0,0.0625,2.5,4.01,aws-ec2,32,16,2,graviton,x2gd.large,arm64,aws,262.3,Up to 10 Gigabit,compute
0,0.0625,2.5,2,aws-ec2,16,16,1,graviton,x2gd.medium,arm64,aws,131.8,Up to 10 Gigabit,compute
0,0.0625,2.5,128.26,aws-ec2,1024,16,64,graviton,x2gd.metal,arm64,aws,,25 Gigabit,compute
0,0.0625,2.5,8.02,aws-ec2,64,16,4,graviton,x2gd.xlarge,arm64,aws,525.9,Up to 10 Gigabit,compute
0,0.125,4,107.14,aws-ec2,384,8,48,intel,z1d.12xlarge,x86_64,aws,8813,25 Gigabit,compute
0,0.125,4,17.86,aws-ec2,64,8,8,intel,z1d.2xlarge,x86_64,aws,1468.4,Up to 10 Gigabit,compute
0,0.125,4,26.78,aws-ec2,96,8,12,intel,z1d.3xlarge,x86_64,aws,2203.9,Up to 10 Gigabit,compute
0,0.125,4,53.57,aws-ec2,192,8,24,intel,z1d.6xlarge,x86_64,aws,4406.5,10 Gigabit,compute
0,0.125,4,4.46,aws-ec2,16,8,2,intel,z1d.large,x86_64,aws,367.7,Up to 10 Gigabit,compute
0,0.125,4,107.14,aws-ec2,384,8,48,intel,z1d.metal,x86_64,aws,,25 Gigabit,compute
0,0.125,4,8.93,aws-ec2,32,8,4,intel,z1d.xlarge,x86_64,aws,735.4,Up to 10 Gigabit,compute
